epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.8880375027656555,0.9564861059188843,0.0010000000474974513,0.2675011456012726,0.8890668153762817,0.8870468139648438,0.9422000050544739,0.0,0.14217016100883484,1.0,0.9422000050544739
